category,name,description,price,calories
Drinks + Desserts,New York Style Cheesecake,Graham cracker crust filled with rich and creamy New York Style Cheesecake and Strawberry Topping.,$3.29 ,510 Calories
Drinks + Desserts,Triple Chocolate Cheesecake,Rich Dark Chocolate Cheesecake loaded with Chocolate Chips and topped with a layer of Chocolate Ganache. Served with HERSHEY'S® Chocolate Sauce.,$3.29 ,560 Calories
Drinks + Desserts,Brownie,Chewy Chocolate Brownie Made with Ghirardelli Chocolate.,$1.69 ,240 Calories
Drinks + Desserts,Chocolate Chunk Cookie,Soft and Chewy Chocolate Chunk Cookie.,$1.69 ,380 Calories
Drinks + Desserts,Four Chocolate Chunk Cookies,4 Soft and Chewy Chocolate Chunk Cookies.,$5.00 ,380-1520 Calories
Drinks + Desserts,Soft Drinks:Small Beverage,Additional beverage choices vary by location,,0-590 Calories
Drinks + Desserts,Soft Drinks:Medium Beverage,Additional beverage choices vary by location,,0-590 Calories
Drinks + Desserts,Fresh-Brewed Iced Tea:Small Beverage,Enjoy the refreshing taste of fresh-brewed Gold Peak® Iced Tea.,,0-380 Calories
Drinks + Desserts,Bottled Water,,$2.29 ,0 Calories
Drinks + Desserts,Soft Drinks:Large Beverage,Additional beverage choices vary by location,,0-590 Calories
Drinks + Desserts,Fresh-Brewed Iced Tea:Medium Beverage,Enjoy the refreshing taste of fresh-brewed Gold Peak® Iced Tea.,,0-380 Calories
Drinks + Desserts,Italian Lemon Ice:Original Italian Lemon Ice,"Choose from Original Italian Lemon Ice, Strawberry, or Blue Raspberry",,250 Calories
Drinks + Desserts,Fresh-Brewed Iced Tea:Large Beverage,Enjoy the refreshing taste of fresh-brewed Gold Peak® Iced Tea.,,0-380 Calories
Drinks + Desserts,Apple Juice,,$1.49 ,80 Calories
Drinks + Desserts,Italian Lemon Ice:Blue Raspberry Italian Lemon Ice,"Choose from Original Italian Lemon Ice, Strawberry, or Blue Raspberry",,250 Calories
Drinks + Desserts,Chocolate Milk,,$1.49 ,180 Calories
Drinks + Desserts,Italian Lemon Ice:Strawberry Italian  Lemon Ice,"Choose from Original Italian Lemon Ice, Strawberry, or Blue Raspberry",,250 Calories
Drinks + Desserts,Milk,,$1.49 ,110 Calories
Family Meals,Fresh Tossed Duo:Fettuccine Alfredo & Fettuccine Alfredo,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Fresh Tossed Duo:Fettuccine Alfredo & Spaghetti Meat Sauce,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Fresh Tossed Duo:Fettuccine Alfredo & Spaghetti Marinara Sauce,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Family Side of Sauce:Family Side of Alfredo,,$3.00 ,
Family Meals,Fresh Tossed Duo:Spaghetti Meat Sauce & Fettuccine Alfredo,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Family Side of Sauce:Family Side of Creamy Basil,,$3.00 ,
Family Meals,Family Side of Sauce:Family Side of Meat Sauce,,$3.00 ,
Family Meals,Fresh Tossed Duo:Spaghetti Meat Sauce & Spaghetti Meat Sauce,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Family Side of Sauce:Family Side of Marinara,,$3.00 ,
Family Meals,Fresh Tossed Duo:Spaghetti Meat Sauce & Spaghetti Marinara Sauce,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Family Side of Sauce:Family Side of Spicy Tomato Pepper,,$3.00 ,
Family Meals,Fresh Tossed Duo:Spaghetti Marinara Sauce & Fettuccine Alfredo,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Family Side of Sauce:Family Side of Garlic Butter,,$3.00 ,
Family Meals,Fresh Tossed Duo:Spaghetti Marinara Sauce & Spaghetti Meat Sauce,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Fresh Tossed Duo:Spaghetti Marinara Sauce & Spaghetti Marinara Sauce,Fettuccine Alfredo & Choice of Spaghetti with Meat or Marinara + 8 Breadsticks,$15.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Fettuccine Alfredo Sauce & Baked Spaghetti,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Fettuccine Alfredo Sauce & Baked Ziti,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Six Extra Breadsticks,Six Extra Signature Garlic Breadsticks,$3.29 ,780 Calories
Family Meals,Fresh Tossed & Oven Baked Duo:Fettuccine Alfredo Sauce & Baked Lasagna,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Fettuccine Alfredo Sauce & Baked Chicken Parmigiano,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Spaghetti Marinara Sauce & Baked Spaghetti,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Spaghetti Marinara Sauce & Baked Ziti,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Spaghetti Marinara Sauce & Baked Lasagna,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Spaghetti Marinara Sauce & Baked Chicken Parmigiano,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Spaghetti Meat Sauce & Baked Spaghetti,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Spaghetti Meat Sauce & Baked Ziti,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Spaghetti Meat Sauce & Baked Lasagna,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Family Meals,Fresh Tossed & Oven Baked Duo:Spaghetti Meat Sauce & Baked Chicken Parmigiano,"Choice of one Fresh-Tossed Pasta (Spaghetti with meat or marinara, Fettuccine Alfredo) & one Oven-Baked Pasta (Baked Spaghetti, Baked Ziti, Baked Lasagna, Chicken Parmigiano)",$20.00 ,
Fan Favorites,Baked Spaghetti,"Spaghetti with Marinara Sauce loaded with Mozzarella Cheese and baked to a golden, bubbly perfection.",$7.49 ,580 Calories
Fan Favorites,Baked Spaghetti with Meatballs,"Spaghetti with Marinara Sauce loaded with Mozzarella Cheese and baked to a golden, bubbly perfection topped with Meatballs.",$8.49 ,690 Calories
Fan Favorites,Baked Lasagna,Lasagna layered with Meat Sauce and Mozzarella and Provolone Cheeses.,$8.49 ,630 Calories
Fan Favorites,Spaghetti with Meat Sauce,,$6.89 ,390-610 Calories
Fan Favorites,Baked Ziti,"Penne with Marinara and Meat Sauce topped with Mozzarella and Provolone Cheeses and baked to a golden, bubbly perfection.",$7.99 ,570 Calories
Fan Favorites,Small Spaghetti with Meat Sauce,,$4.99 ,390 Calories
Fan Favorites,Spaghetti with Marinara,,$6.89 ,320-510 Calories
Fan Favorites,Fettuccine with Alfredo,,$6.89 ,430-690 Calories
Fan Favorites,Spaghetti with Meatballs,,$7.89 ,470-740 Calories
Fan Favorites,Chicken Fettuccine Alfredo,,$7.89 ,490-810 Calories
Fan Favorites,Spaghetti:Spaghetti Alfredo,Spaghetti + Sauce,,510-770 Calories
Fan Favorites,Spaghetti:Spaghetti Creamy Basil,Spaghetti + Sauce,,510-770 Calories
Fan Favorites,Fettuccine:Fettuccine Alfredo,Fettuccine + Sauce,,510-770 Calories
Fan Favorites,Spaghetti:Spaghetti Marinara,Spaghetti + Sauce,,510-770 Calories
Fan Favorites,Fettuccine:Fettuccine Creamy Basil,Fettuccine + Sauce,,510-770 Calories
Fan Favorites,Penne:Penne Alfredo,Penne + Sauce,,510-770 Calories
Fan Favorites,Spaghetti:Spaghetti Meat Sauce,Spaghetti + Sauce,,510-770 Calories
Fan Favorites,Fettuccine:Fettuccine Marinara,Fettuccine + Sauce,,510-770 Calories
Fan Favorites,Fettuccine:Fettuccine Meat Sauce,Fettuccine + Sauce,,510-770 Calories
Fan Favorites,Ravioli:Ravioli Alfredo,Ravioli + Sauce,,420-680 Calories
Fan Favorites,Penne:Penne Creamy Basil,Penne + Sauce,,510-770 Calories
Fan Favorites,Spaghetti:Spaghetti Spicy Tomato,Spaghetti + Sauce,,510-770 Calories
Fan Favorites,Fettuccine:Fettuccine Spicy Tomato,Fettuccine + Sauce,,510-770 Calories
Fan Favorites,Ravioli:Ravioli Creamy Basil,Ravioli + Sauce,,420-680 Calories
Fan Favorites,Ravioli:Ravioli Marinara,Ravioli + Sauce,,420-680 Calories
Fan Favorites,Tortellini:Tortellini Alfredo,Tortellini + Sauce,,500-760 Calories
Fan Favorites,Penne:Penne Marinara,Penne + Sauce,,510-770 Calories
Fan Favorites,Ravioli:Ravioli Meat Sauce,Ravioli + Sauce,,420-680 Calories
Fan Favorites,Tortellini:Tortellini Creamy Basil,Tortellini + Sauce,,500-760 Calories
Fan Favorites,Penne:Penne Meat Sauce,Penne + Sauce,,510-770 Calories
Fan Favorites,Whole Grain Rotini:Whole Grain Rotini Alfredo,Whole Grain Rotini + Sauce,,460-720 Calories
Fan Favorites,Ravioli:Ravioli Spicy Tomato,Ravioli + Sauce,,420-680 Calories
Fan Favorites,Tortellini:Tortellini Marinara,Tortellini + Sauce,,500-760 Calories
Fan Favorites,Tortellini:Tortellini Meat Sauce,Tortellini + Sauce,,500-760 Calories
Fan Favorites,Penne:Penne Spicy Tomato,Penne + Sauce,,510-770 Calories
Fan Favorites,Whole Grain Rotini:Whole Grain Rotini Creamy Basil,Whole Grain Rotini + Sauce,,460-720 Calories
Fan Favorites,Tortellini:Tortellini Spicy Tomato,Tortellini + Sauce,,500-760 Calories
Fan Favorites,Whole Grain Rotini:Whole Grain Rotini  Marinara,Whole Grain Rotini + Sauce,,460-720 Calories
Fan Favorites,Whole Grain Rotini:Whole Grain Rotini Meat Sauce,Whole Grain Rotini + Sauce,,460-720 Calories
Fan Favorites,Whole Grain Rotini:Whole Grain Rotini Spicy Tomato,Whole Grain Rotini + Sauce,,460-720 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo & Kids Soft Drink,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo & Milk,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo & Chocolate Milk,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Alfredo & Kids Soft Drink,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo & Apple Juice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Alfredo & Milk,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Alfredo & Kids Soft Drink,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo & Bottled Water,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Alfredo & Kids Soft Drink,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Alfredo & Chocolate Milk,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Alfredo & Milk,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Alfredo & Chocolate Milk,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo & Kids Blue Raspberry Lemon Ice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo & Kids Original Lemon Ice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Alfredo & Kids Strawberry Lemon Ice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Marinara & Kids Soft Drink,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Alfredo & Milk,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Alfredo & Chocolate Milk,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Alfredo & Apple Juice,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Alfredo & Apple Juice,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Alfredo & Bottled Water,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Alfredo & Apple Juice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Alfredo & Bottled Water,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Alfredo & Kids Blue Raspberry Lemon Ice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Alfredo & Kids Original Lemon Ice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Alfredo & Kids Soft Drink,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Alfredo & Milk,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Marinara & Milk,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Marinara & Chocolate Milk,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Alfredo & Bottled Water,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Whole Grain Rotini:Kids Whole Grain Rotini Alfredo & Kids Soft Drink,Kids Whole Grain Rotini with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Alfredo & Kids Blue Raspberry Lemon Ice,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Alfredo & Kids Strawberry Lemon Ice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Marinara & Kids Soft Drink,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Alfredo & Chocolate Milk,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Marinara & Apple Juice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Alfredo & Kids Blue Raspberry Lemon Ice,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Alfredo & Kids Original Lemon Ice,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Whole Grain Rotini:Kids Whole Grain Rotini Alfredo & Milk,Kids Whole Grain Rotini with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Whole Grain Rotini:Kids Whole Grain Rotini Alfredo & Chocolate Milk,Kids Whole Grain Rotini with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Alfredo & Kids Original Lemon Ice,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Marinara & Milk,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Marinara & Chocolate Milk,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Marinara & Apple Juice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Marinara & Bottled Water,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Alfredo & Apple Juice,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Alfredo & Bottled Water,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Alfredo & Kids Blue Raspberry Lemon Ice,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Cheese Pizza Slice:Kids Soft Drink,Slice of Cheese Pizza and drink.,$3.99 ,280 Calories
Kids Meals,Kids Cheese Pizza Slice:Milk,Slice of Cheese Pizza and drink.,$3.99 ,280 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Marinara & Bottled Water,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Alfredo & Kids Strawberry Lemon Ice,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Marinara & Kids Soft Drink,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Whole Grain Rotini:Kids Whole Grain Rotini Alfredo & Apple Juice,Kids Whole Grain Rotini with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Pepperoni Pizza Slice:Kids Soft Drink,Slice of Pepperoni Pizza and drink.,$3.99 ,290 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Alfredo & Kids Strawberry Lemon Ice,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Marinara & Kids Blue Raspberry Lemon Ice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Marinara & Kids Original Lemon Ice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Marinara & Kids Strawberry Lemon Ice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Alfredo & Kids Original Lemon Ice,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Cheese Pizza Slice:Chocolate Milk,Slice of Cheese Pizza and drink.,$3.99 ,280 Calories
Kids Meals,Kids Cheese Pizza Slice:Apple Juice,Slice of Cheese Pizza and drink.,$3.99 ,280 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Marinara & Kids Blue Raspberry Lemon Ice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
Kids Meals,Kids Ravioli:Kids Ravioli Marinara & Milk,Kids Ravioli with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Whole Grain Rotini:Kids Whole Grain Rotini Alfredo & Bottled Water,Kids Whole Grain Rotini with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Pepperoni Pizza Slice:Milk,Slice of Pepperoni Pizza and drink.,$3.99 ,290 Calories
Kids Meals,Kids Pepperoni Pizza Slice:Chocolate Milk,Slice of Pepperoni Pizza and drink.,$3.99 ,290 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Marinara & Kids Soft Drink,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Spaghetti:Kids Spaghetti Marinara & Milk,Kids Spaghetti with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Meat Sauce & Kids Soft Drink,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Meat Sauce & Milk,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Meat Sauce & Chocolate Milk,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Penne:Kids Penne Meat Sauce & Apple Juice,Kids Penne with choice of sauce and drink.,,160-250 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Alfredo & Kids Strawberry Lemon Ice,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Marinara & Kids Soft Drink,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Marinara & Milk,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Tortellini:Kids Tortellini Marinara & Chocolate Milk,Kids Tortellini with choice of sauce and drink.,,180-270 Calories
Kids Meals,Kids Cheese Pizza Slice:Bottled Water,Slice of Cheese Pizza and drink.,$3.99 ,280 Calories
Kids Meals,Kids Cheese Pizza Slice:Kids Blue Raspberry Lemon Ice,Slice of Cheese Pizza and drink.,$3.99 ,280 Calories
Kids Meals,Kids Cheese Pizza Slice:Kids Original Lemon Ice,Slice of Cheese Pizza and drink.,$3.99 ,280 Calories
Kids Meals,Kids Fettuccine:Kids Fettuccine Marinara & Kids Original Lemon Ice,Kids Fettuccine with choice of sauce and drink.,,160-260 Calories
